insee,nom,score,reseau,n_manquants,parametres_manquants
02230,COUVRELLES,0.0,UDI  DE LA VALLEE DE LA VESLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
17130,COUX,0.0,R. DE COUX-ST-SIMON,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
03090,COUZON,0.2692,RESEAU BAGNEUX,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
46078,COUZOU,0.0,CAUSSE SUD DE GRAMAT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
54141,COYVILLER,0.2335,RESEAU PLATEAU DU VERMOIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
17131,COZES,0.0,R. DE CHENAC,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
38136,CRACHIER,0.0,MAUBEC CHEZENEUVE CRACHIER,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
61137,CRAMENIL,0.0,LE HOULME,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
60173,CRAMOISY,0.0,CRAMOISY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
72107,CRANNES-EN-CHAMPAGNE,0.0,BRAINS SUR GEE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
01129,CRANS,0.0,DOMBES COTIERE VERSAILLEUX,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
54142,CRANTENOY,0.2283,MOSELLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
02235,CRAONNELLE,0.0,UDI MELANGE CHEMIN DES DAMES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
32112,CRASTES,0.2583,AUCH NORD,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76189,CRASVILLE-LA-MALLET,0.0,OCQUEVILLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76190,CRASVILLE-LA-ROCQUEFORT,0.0,LUNERAY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
90029,CRAVANCHE,0.7677,BELFORT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
78188,CRAVENT,0.0,LOMMOYE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59159,CRAYWICK,0.0,DUNKERQUE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
65154,CRECHETS,0.5079,BAROUSSE-COMMINGES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
03091,CRECHY,0.0,RESEAU SAINT-FELIX,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
22049,CREHEN,0.4868,VIA RESERVOIR DE LANGUENAN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
42076,CREMEAUX,0.2912,SI BOMBARDE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71151,CREOT,0.2027,SAINT EMILAND,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
14196,CREPON,0.0,VILLIERS LE SEC,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
62256,CREPY,0.0,AZINCOURT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
62257,CREQUY,0.0,BELLEVUE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70185,CRESANCEY,0.0,RESEAU DE FONTAINE RONDE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
50152,CRESNAYS (LES),0.2455,REFFUVEILLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
30098,CRESPIAN,0.0,SYNDICAT DU VIDOURLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
78189,CRESPIERES,0.0,ORGEVAL,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
12085,CRESPIN,0.7059,VIAUR,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
81072,CRESPIN,0.1796,SYNDICAT VALENCE - VALDERIES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
81073,CRESPINET,0.1796,SYNDICAT VALENCE - VALDERIES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
10117,CRESPY-LE-NEUF,0.0,BRIENNE LE CHATEAU RESEAU,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
03092,CRESSANGES,0.0243,RESEAU RIVE GAUCHE ALLIER,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
17135,CRESSE,0.0,R. DE MATHA-MIGRON,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
12086,CRESSE (LA),0.3916,CAUSSE NOIR,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
80224,CRESSY-OMENCOURT,0.0,CRESSY OMENCOURT UDI,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27185,CRESTOT,0.0,AMFREVILLE-SAINT-AMAND,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
03093,CREUZIER-LE-NEUF,0.0,RESEAU SAINT-FELIX,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
54144,CREVECHAMPS,0.2283,MOSELLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
77144,CREVECOEUR-EN-BRIE,0.0,MARLES EN BRIE - SIAEP HOUSSAYE EN BRIE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
60179,CREVECOEUR-LE-PETIT,0.0,FERRIERES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
24146,CREYSSENSAC-ET-PISSOT,0.0,SAINT LAURENT SUR MANOIRE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
02239,CREZANCY,0.0,UDI DE VALLEES EN CHAMPAGNE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
54147,CRION,0.0,SE EINVILLE AU JARD,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76193,CRIQUE (LA),0.0,GRIGNEUSEVILLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27187,CRIQUEBEUF-LA-CAMPAGNE,0.0,CANAPPEVILLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27188,CRIQUEBEUF-SUR-SEINE,0.0,PONT DE L'ARCHE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76196,CRIQUETOT-L'ESNEVAL,0.0,CRIQUETOT-L'ESNEVAL,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76195,CRIQUETOT-LE-MAUCONDUIT,0.0,VALMONT HS NORD,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76198,CRIQUETOT-SUR-OUVILLE,0.0,YERVILLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
14205,CRISTOT,0.0,CHEUX- NORREY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76200,CRITOT,0.0,GRIGNEUSEVILLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59162,CROCHTE,0.0,EBBLINGHEM,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
60182,CROCQ (LE),0.0,LE CROCQ,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
14206,CROCY,0.0,SUD CALVADOS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
62258,CROISETTE,0.0,CROISETTE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
14207,CROISILLES,0.0,BARBERY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
28118,CROISILLES,0.0,EAUX DE RUFFIN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
77146,CROISSY-BEAUBOURG,0.0,CHAMPS SUR MARNE - SAN VAL MAUBUEE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
60183,CROISSY-SUR-CELLE,0.0,FONTAINE-BONNELEAU,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
56048,CROISTY (LE),0.3028,BERNE-PRIZIAC,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
18080,CROISY,0.0,SMAEP DE NERONDES (BODAIZE),5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
90030,CROIX,0.0,FAVEROIS-DELLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
47075,CROIX-BLANCHE (LA),0.0,SUD DU LOT -  MADAILLAN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
17137,CROIX-COMTESSE (LA),0.0,R. DE LOULAY-LA JARRIE-AUDOUIN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
56050,CROIX-HELLEAN (LA),0.4087,JOSSELIN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76203,CROIX-MARE,0.0,FREVILLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
87052,CROIX-SUR-GARTEMPE (LA),0.2092,BEISSAT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
02241,CROIX-SUR-OURCQ (LA),0.0,UDI DE EPAUX BEZU,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
42077,CROIZET-SUR-GAND,0.3485,RDE RIVE DROITE COMMELLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
50155,CROLLON,0.2933,LA GAUBERDIERE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71155,CRONAT,0.1733,BORDS DE LOIRE-VITRY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
53087,CROPTE (LA),0.0,LA BAZOUGE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76204,CROPUS,0.0,LONGUEVILLE EST,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25177,CROSEY-LE-GRAND,0.0,S VAL DE CUSANCE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25178,CROSEY-LE-PETIT,0.0,S VAL DE CUSANCE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
50156,CROSVILLE-SUR-DOUVE,0.0,LA GATHE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76205,CROSVILLE-SUR-SCIE,0.0,LONGUEVILLE OUEST,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27193,CROTH,0.0,EZY CROTH,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
80228,CROTOY (LE),0.0,BERNAY EN PONTHIEU UDI,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
45118,CROTTES-EN-PITHIVERAIS,0.0,BAZOCHES LES GALLERANDES - IZY -CROTTES EN PITHIVERAIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
64196,CROUSEILLES,0.2452,REGION DE CROUSEILLES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
63130,CROUZILLE (LA),0.6561,SIAEP SIOULE ET MORGE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
36061,CROZON-SUR-VAUVRE,0.0,LA COUARDE SUD,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
28120,CRUCEY-VILLAGES,0.0,SECTEUR BREZOLLES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
02244,CRUPILLY,0.0714,UDI D'ENGLANCOURT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71156,CRUZILLE,0.0,HAUT MACONNAIS-FARGES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
69070,CUBLIZE,0.3373,RLN 69 - COMMELLE VERNAY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
33142,CUBNEZAIS,0.245,CUBZADAIS FRONSADAIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
84042,CUCURON,0.0,ADDUCTION SYND.MIXTE PERTUIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
32114,CUELAS,0.1241,SAINT MICHEL,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
31158,CUGURON,0.5396,BAROUSSE ST NERE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
60186,CUIGNIERES,0.0,AVRECHY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
60187,CUIGY-EN-BRAY,0.0,ONS EN BRAY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
53088,CUILLE,0.3837,LIVRE LA TOUCHE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
31159,CUING (LE),0.5396,BAROUSSE ST NERE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
02248,CUIRIEUX,0.0,SIAEP D'EBOULEAU,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21215,CUISEREY,0.0,SIAEP DE MAGNY SAINT MEDARD,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71158,CUISERY,0.0,REGION LOUHANNAISE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
51201,CUISLES,0.0,CUGR ANTHENAY-CUISLES-OLIZY...,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
61141,CUISSAI,0.0,ALENCON ECOUVES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
02252,CUISSY-ET-GENY,0.0,UDI MELANGE CHEMIN DES DAMES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
02253,CUISY-EN-ALMONT,0.0,UDI CUISY TARTIERS VAUXREZIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
18083,CULAN,0.3288,S.AEP DE LA MARCHE ET BOISCHAU,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
14211,CULEY-LE-PATRY,0.0,VALLEE D'HAMARS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71159,CULLES-LES-ROCHES,0.0,SUD OUEST DE CHALON,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
82047,CUMONT,0.0,LOMAGNE (UDI),5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
81074,CUNAC,0.1032,ST JUERY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58093,CUNCY-LES-VARZY,0.0,MOULIN DE CORBELIN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
51203,CUPERLY,0.0,CCRS LA CHEPPE CUPERLY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
47076,CUQ,0.0,AGGLOMERATION AGEN - SIVOIZAC,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
64197,CUQUERON,0.0,GAVE ET BAISE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
16117,CURAC,0.0,FONT DES ABIMES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71160,CURBIGNY,0.2162,BRIONNAIS-VINDECY-BAUGY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
19067,CUREMONTE,0.5782,LA GREZE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
12088,CURIERES,0.5591,VIADENE SUD - MÉLANGE AVEC LAGUIOLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
69071,CURIS-AU-MONT-D'OR,0.0,NORD (METROPOLE LYON),5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21217,CURLEY,0.0,"CC GEVREY ET NUITS, R. MTS GIBRIAÇOIS",5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
80231,CURLU,0.0,MARICOURT UDI,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
33145,CURSAN,0.0,BONNETAN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71164,CURTIL-SOUS-BURNAND,0.0,GROSNE ET GUYE-PONT D'EPINET,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
81077,CURVALLE,0.1796,SYNDICAT VALENCE - VALDERIES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25184,CUSE-ET-ADRISANS,0.0,CC2VV RÉSEAU PUITS DE ROUGEMONT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
37094,CUSSAY,0.0,LIGUEIL (PAULMY),5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
14214,CUSSY,0.0,INTERCOM-BAYEUX-OUEST,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21221,CUSSY-LA-COLONNE,0.0,"SIAEP D'ARNAY, R. SCE LUSIGNY",5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
89134,CUSSY-LES-FORGES,0.6168,TPM ST-AGNAN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
02254,CUTRY,0.0,UDI DE PUISIEUX EN RETZ,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
60189,CUTS,0.0,CUTS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
57161,CUTTING,0.5189,DOMNOM-LES-DIEUZE 1,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
74098,CUVAT,0.0,INTERCO ANNECY CRUSEILLES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
60190,CUVERGNON,0.0,CUVERGNON,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27194,CUVERVILLE,0.0,AMFREVILLE LES CHAMPS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76207,CUVERVILLE-SUR-YERES,0.0,EU VILLY SUR YERES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
89136,CUY,0.0,SNE VOISINES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
67080,DACHSTEIN,0.0,SECTEUR MOLSHEIM-MUTZIG COM COM MOLSHEIM-MUTZIG,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
77151,DAGNY,0.0,CHAILLY EN BRIE - S2E 77,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
02256,DAGNY-LAMBERCY,0.0,SIAEP DE LA VALLEE DE LA BRUNE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
67081,DAHLENHEIM,0.0,SDEA-SECTEUR DU KRONTHAL,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
57165,DALEM,0.0,BOUZONVILLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
57166,DALHAIN,0.1965,CHATEAU-SALINS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
02257,DALLON,0.0,UDI DE LA VALLEE DE LA SOMME,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
09104,DALOU,0.0,ARABAUX/GUDAS/L'HERM/ROQUEFORT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
57167,DALSTEIN,0.0,BOULAY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
88122,DAMAS-ET-BETTEGNEY,0.3615,SDE BOLON,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
47078,DAMAZAN,0.0,DAMAZAN - BUZET,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25188,DAMBENOIS,0.0,PMA 32,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70195,DAMBENOIT-LES-COLOMBE,0.0349,SIAEP DES BEIGES MELANGE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
14216,DAMBLAINVILLE,0.0,SUD CALVADOS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
61142,DAME-MARIE,0.0,DAME MARIE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71167,DAMEREY,0.0,REGION DE VERDUN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
80232,DAMERY,0.0,GUERBIGNY UDI,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
81078,DAMIATTE,0.5222,SYNDICAT VSP IEMN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
55144,DAMMARIE-SUR-SAULX,0.0,RESEAU SOURCE RUPT-AUX-NONAINS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25189,DAMMARTIN-LES-TEMPLIERS,0.0,SIEHL BAS SERVICE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39188,DAMMARTIN-MARPAIN,0.0,SIE DE MONTMIREY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
77154,DAMMARTIN-SUR-TIGEAUX,0.0,GUERARD - SMAAEP CBE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59169,DAMOUSIES,0.0,FERRIERE LA PETITE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39189,DAMPARIS,0.0,SIE RECEPAGE - SECTEUR TAVAUX,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
10121,DAMPIERRE,0.0,LES QUATRE VALLEES RESEAU,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71168,DAMPIERRE-EN-BRESSE,0.0,BRESSE NORD,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
18084,DAMPIERRE-EN-CROT,0.0,S.AEP VAL DE LOIRE/PAYS FORT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21224,DAMPIERRE-EN-MONTAGNE,0.0,"SESAM, R. VILLEBERNY-DAMPIERRE",5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25190,DAMPIERRE-LES-BOIS,0.0,PMA 32,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
